department,title,ask,answer
普通外科,左侧疝气手术已经做了6年到现在还有点,左侧疝气手术已经做了6年，到现在还有点不自然，有时还会轻微疼,你好，很高兴为你解答问题：疝气手术6年的时间，应该早就已经长好了，可以自查一下，看下伤口处在憋气的时候会不会有鼓出。如果没有的话，考虑是手术修补薄弱处的时候，比较紧，或者缝合处有黏连的话，也会有不适的感觉，可以抽时间去医院做个此处的彩超看下先。
普通外科,2而且没有开疝气前就有点胀气会复发吗,2而且没有开疝气前就有点胀气，开过一个多月还是有点胀气，最近两天肚子咯几咯几疼,你好，根据你描述的这个症状，要注意疝气，可能是先天性的因素影响。对这个关键要休息好很重要，如果术后不注意保养也加重，年纪大的也会反复。这种情况疝气术后一月余有些胀气肚子疼痛，可以饮食清淡规律，局部热敷观察，可以当地正规医院普外科检查，是否胃肠胀气炎症有关。
普通外科,疝气手术后有2个月会复发吗,疝气手术后，有2个月。今天去复查医生说皮下有少量积液和囊肿。就身体而言，手摸有鼓块。,你好，疝气手术后，有2个月，皮下有少量积液，这种情况考虑是伤口感染。考虑抗感染治疗，热敷局部，促进吸收。不要吃辛辣刺激性的食物，注意休息。疝气一般无不适症状，如果出现疼痛可能是疝气嵌顿或局部炎症，疝气嵌顿药物治疗无效，需要手法复位或手术治疗，注意不要过度活动，去医院检查，如果确定是疝气嵌顿引起的疼痛尽早手术治疗，
普通外科,天冷了疝气痛这跟不保暖有关系吗,71岁，男，天冷了，疝气痛，这跟不保暖有关系吗？以前痛吃十香丸很管用的，现在吃不管用了，为什么,您好，疝气出现疼痛，考虑是发生嵌顿，最好平躺下来按摩，促进回复。如果不行你要及时到医院就诊，手术治疗。和天气变冷没有直接关系，吃药也是没有效果的，上次可能只是巧合。疝气嵌顿很可能出现肠梗阻或者肠坏死等严重后果，建议及时就诊。您的这个情况建议可以密切的观察看看。如果没有疼痛发烧等等症状，一般都会一点点吸收的。
普通外科,做完疝气手术七天后可以吃三七根炖鸡吗？,做完疝气手术七天后可以吃三七根炖鸡吗？听说三七是好东西，不知道我父亲可不可以吃,你好，很高兴为你解答问题：对于按你说的这个情况，三七主要是活血的，现在有七天，可以用点，有利于伤口愈合。注意保护好伤口，预防感染，尽量避免大力咳嗽和便秘等。疝气术后七天已经是正常饮食了，避免剧烈运动，避免突然加腹压，尽量不要咳嗽。三七根炖鸡可以吃没问题。
普通外科,200斤178疝气17年了怎么办,200斤，178，疝气17年了。比较正规的医院需要多少钱手术？手术后需要休养多长时间？,如果诊断为疝气，建议尽早手术。单是手术的费用就在3000元左右或4000元左右。由于地区，医院和手术程序的不同，费用会有所不同。具体费用需咨询当地医院。大约需要九天。在这种情况下，考虑疝气会导致腹股沟肿块突出。当地正规综合医院可以进行普外科检查手术治疗。一般情况大约需要6-8千。手术后，休息一个星期，祝身体好转。
普通外科,小孩做疝气手术6个月了又漏了出来怎么回事,我小孩做疝气手术6个月了又漏了出来，是怎么回事？是手术没做好，还是？,您好，孩子的疝气手术通常是结扎疝囊，没有斑块，所以对孩子的伤害很小，但是复发的可能性比较大。您的孩子在手术后六个月出现新的渗漏，很可能是结扎后因附近的腹膜破裂而渗出。建议找一名要接受彩色超声检查的医生。如果确实令人窒息，则必要时需要手术。从数据的角度来看，建议去医院进行随访检查，以发现是否有复发的可能性。如果复发，可以再次治疗，并尽量避免腹内压升高的因素，例如便秘和腹泻。
普通外科,如何治疗女性小肠疝气？,膀胱部感觉有疝气，疲劳时会鼓起，平躺则没有，请问医生应该如何治疗,你好！小肠疝气应该通过及时的服用一些中药来进行治疗，一般服用一个月左右，症状就会有明显的减轻，小肠疝气多是由于饮食不当或者是细菌感染导致的，平时应该多给孩子吃些高蛋白，高维生素，高维生素的食物，比如鸡蛋和瘦肉。饮食一定要多样化。祝你早日康复。
普通外科,疝气怎么能检查出来如何治疗？,1年了，感觉肚子有下坠感疝气怎么能检查出来如何治疗？，希望专家可以在线解答一下，非常感谢了。，,您好，非常高兴能够为您解答问题，腹股沟疝主要是腹股沟区域的速度。站立或咳嗽时很容易出现。躺下时它将消失。是否令人窒息主要是看是否有这种表现并医生检查身体，您描述这种情况被认为是最有可能令人窒息的情况，您可以去医院进行普外科手术，祝您健康！医生问:
普通外科,请问老年人疝气如何治疗？,"心脏搭过桥,高血压,血小板低下现发现疝气,站立明显,是做微创手术还是其它手术方法,谢谢!",你好！非常高兴能够为您解答相关问题，患有疝气的老年患者有心脏搭桥，高血压和低血小板手术的风险。您还服用抗凝剂吗？建议您进行微创手术，以免影响心血管系统。为方便起见，您可以去外科医院。我的访问时间是星期一早上和星期四早上。祝您早日康复！祝你健康。
普通外科,做补片无张力疝气有半个多月了该怎么办？,做补片无张力疝气有半个多月了，里面走路或者坐着吃饭还是疼的很，这样正常吗？,病情分析:疝气手术后局部疼痛，常见于局部瘢痕疼痛，请到医院普外科进行检查确诊，同时排除局部感染的可能（感染后，局部会有红肿热痛的表现）1，疝气手术后，半年内不能重体力劳动，所以现在，还是少运动为好2，如果疼痛剧烈，在当地医生的指导下，红外线理疗等，可以缓解祝心情快乐提问人的追问2011-9-69:08:07外侧伤口没事啊，没有你说的红肿热痛的表现啊，里边也会感染发炎吗？我感觉有点像神经性的牵扯着疼痛。
普通外科,做完疝气手术一星期下体一直积水怎么办？,2011年4月30号做得手术，手术后到现在下体一直积水，胀难受！每隔两天要抽水，有时是血水,你好！非常高兴能够为您解答相关问题，您是指阴囊积液吗？例如，阴囊积液需要局部穿刺和引流，还必须将阴囊取出，并且在反复抽吸后可以治疗。建议您服用口服抗炎药以防止感染。这种情况是外科手术的常见并发症，会慢慢恢复。祝您早日康复！身体健康，生活愉快。
普通外科,得了疝气怎么办必须要手术治疗吗？,疝气非手术治疗，生气哭就下来曾经治疗情况和效果：未作治疗想得到怎样的帮助：非手术化验、检查结果：无,你好，很高兴为你解答：疝气早期腹壁缺损不大的时候，腹腔内容物可能不会掉下来。但长期就可以造成这个腹壁缺损越来越大。迟早有一天，腹腔内容物就会掉下来，如肠管，大网膜。尽早手术，手术一周就可以自由活动了，不影响正常起居，手术使用局部麻醉，不是很疼。
普通外科,新生儿肝脾肿大出血倾向吃什么好,"患病时间较长，没有系统治疗过,发现有出血倾向,诊所医生说可能是新生儿肝脾肿大,吃什么好",你好。1，感染性如由各种细菌感染引起的败血症，宫内或产时感染引起的新生儿肝炎，原虫感染的弓形体病等。2，血液病如新生儿母婴血型不合溶血病，遗传性球形红细胞增多症，地中海贫血等。3，心脏病肝脏增大由充血性心力衰竭引起，可见于窒息后缺氧缺血性心肌损害。
普通外科,新生儿肝脾肿大肝大而硬请问能治疗？,"这几天压力过大，心情烦躁,发现有肝大而硬,是不是新生儿肝脾肿大,请问能治疗吗",新生儿肝脾肿大可能跟其它疾病混淆，详细如下引起新生儿肝脾肿大的原因多种多样。其表现程度不尽一致，多表现为以肝或脾受累为主。有些疾病在临床上只出现单纯肝大或脾大，如肝糖原贮积病为肝大，脾静脉栓塞只出现脾大。最常见的病因是感染和溶血。需与下列疾病鉴别诊断：1，陶奇(TORCH)感染：本症是指几种传染源引起的胎儿感染并造成新生儿发育异常或先天性畸形，常有肝脾肿大。
普通外科,新生儿肝脾肿大败血症请问不能吃什么,"最近身体不舒服,败血症,去医院做了检查医生说新生儿肝脾肿大,请问不能吃什么",关于新生儿败血症的问题，我来详细帮你回答。新生儿败血症是新生儿期常见的感染性疾病，是病菌侵入新生儿体内后扩散进入血液循环中生长繁殖，并产生毒素，造成全身感染。有时在体内产生多发病灶，形成严重病症。屑中医学“胎热”、“胎毒”或“疮毒走黄”等范畴。[临床表现]轻者表现为吮乳减少或无力，哭声低微或少哭，软弱无力而少动，可有呕吐或腹泻。部分患儿可伴有发热，体重不增，面色较苍白或皮肤花、黄疽等。
普通外科,新生儿肝脾肿大出血倾向治疗费用要多少,"因为最近一直在乱吃，最近皮肤很不好,出血倾向,不知道是不是新生儿肝脾肿大,治疗费用要多少",你好。1，感染性如由各种细菌感染引起的败血症，宫内或产时感染引起的新生儿肝炎，原虫感染的弓形体病等。2，血液病如新生儿母婴血型不合溶血病，遗传性球形红细胞增多症，地中海贫血等。3，心脏病肝脏增大由充血性心力衰竭引起，可见于窒息后缺氧缺血性心肌损害，也可见于各种先天性心脏病如大型室间隔缺损、大血管移位、左心室发育不良和主动脉狭窄等。
普通外科,那么疝气这个手术要休息多久？,现在我孩子他已经做完了手术，已经休息一天左右了，现在请假休息的，那么做完手术后到底要休息多长时间？,做疝气手术一般是不用休息的，手术之后马上就可以出院，但是在家里面可以休息一个礼拜，在家里面休息一个礼拜的时候，千万不要让孩子做剧烈运动，因为刚做完手术之后做剧烈运动，有可能会导致伤口裂开，并且还有可能会导致下面出现肿胀，也有可能会导致疝气突然复发，所以大家一定要重视这些因素。
普通外科,疝气微创手术治疗吗？,孩子的疝气都是在跑步的时候突然出现，并且还有点严重，所以我想给他做治疗，但是有微创手术吗？,窒息后，绝对有必要进行微创手术。如果您在窒息后没有做任何手术，但选择使用一些补救措施，那么它绝对不会得到改善，因为到目前为止只有一种疾病。治疗方法是进行手术，但是除了微创手术外，还可以选择激光手术。只能通过手术控制孩子的疝气，这可以改善孩子的疝气引起的疼痛。
普通外科,现在得了疝气需要做手术治疗费用要多少？,孩子得了疝气之后，医生说必须要做手术治疗，不然的话就会对孩子造成很大的影响，但是手术费用需要多少？,你好，很高兴为你解答：治疗疝气手术费用不是很贵，具体的手术费用要根据孩子的情况来决定，也不是说每一个孩子都是相同的价格，因为有的孩子疝气是在左边，但是有的孩子疝气是长在右边，还有孩子是两个疝气，因为左边和右边都有可能会出现，所以说这种情况下费用也不同。
普通外科,婴儿疝气是怎么引起的？,孩子，他现在长得疝气，而且肚脐下面有一个疙瘩，感觉肿起一块大包，但是又不疼，这个疝气是如何引起的？,孩子的疝气是一种先天性的因素引起的，而且孩子尚且还有可能就是家族的遗传，这种疾病，如果家人有的话，那么到时候和后代也有可能会被遗传上，只是被遗传的几率很小，到了孩子后期有可能距离做运动剧烈哭闹，这些都有可能会导致孩子出现疝气，而出现疝气，只能做手术。建议你及时去专业的医院去治疗，听取一生的建议。
普通外科,疝气手术医生说要备皮怎么办？,疝气手术医生说明天要先做个备皮，这个是做啥的啊想得到的帮助：疝气手术医生说要备皮这个是什么,任何手术之前需要一定的准备的，备皮是指处理一下局部的体毛从而减少手术时的污染程度建议您要注意局部的卫生，也可以自己稍微的清理下体毛。不用担心，常规准备的以上是对“疝气手术医生说要备皮”这个问题的建议，希望对您有帮助，祝您健康！建议你及时去专业的医院去治疗，听取一生的建议。
普通外科,疝气手术一个月了会复发吗,疝气手术一个月了，刀口处，有些肿，比旁边一侧要高点，请问怎么回事,你好，所述的情况可能为腹股沟疝气予以手术治疗，术后一个月余，切口处肿胀，可能与静脉血及淋巴回流受限局部组织水肿，或切口内积血积液等原因有关，建议进行彩超等检查观察，如果切口愈合良好且已经拆线，可根据具体情况而予以热敷或烤电理疗等，按医嘱休息及活动练习。你的情况有可能是手术疤痕体质引起的症状，如果没有什么不适症状的话，那就没事的，不用管它。平常多吃蔬菜水果多喝水。
普通外科,疝气手术刀疤下一片硬东西怎么办？,站立的时候用手去摸很明显一片硬东西，躺着不明显现在走路，咳嗽有点疼,根据你说的情况是属于疝气的，需要及时治疗的，可以手术治疗的建议这个可以到当地医院的外科看一下，平时不能负重的，还是手术治疗吧，恢复很快的以上是对“做了疝气手术后三个月的样子突然感觉刀疤下”这个问题的建议，希望对您有帮助，建议你去专业的医院去治疗，听取一生的建议。
普通外科,疝气手术下方大腿根木嘛的很是什么原因？,疝气手术一个礼拜了，刀口下方大腿根木嘛的很，是什么原因，多久能好,您好，就您的描述来看，您所说的这种情况，可能是手术损伤造成的，但是现在还不能确定，您好，建议您到医院复诊，如果如我所说的情况，一般是需要理疗等治疗的，只是现在还不确定，希望我的回答能帮到您。以上是对“疝气手术一个礼拜刀口下方大腿根木嘛的很”这个问题的建议，希望对您有帮助，祝您健康！
普通外科,宝宝的疝气会对肠道和成长发育有什么影响？,你好！我想问的是宝宝的疝气会对肠道和成长发育有不良的影响吗?我家3岁宝宝有疝气。,您好，非常高兴为您解答问题，随着年龄的增长，障碍将越来越大。如果可以及时归还，问题仍然不大，但是如果稍微用力甚至站立都会出现问题，这将影响正常生活。它也可能导致包封的氦气和扭曲的氦气的发生。如果嵌顿时间过长，则会发生严重的并发症，例如肠坏死，因此必须及早治疗。
神经脑外科,请问28周的胎儿发育指标是多少？,"我想知道28周的胎儿的双顶径,股骨长度,胎盘,脐动脉:S/D比值,胎儿羊水最大深度是多少？",28周胎儿发育指数：双直径直径的平均值为7，24士。腹围的平均值为22，86士2，41""""股骨长度为5，35士0，55。这只是数量的统计，也会存在有误差，建议您可以去医院机构进行检查，才会有准确的数据给您参考，最后祝您身体健康，万事如意。
神经脑外科,儿童发育迟缓是什么原因引起的,我家孩子什么都好，可就是不长个，儿童发育迟缓是什么原因引起的？,脑损伤和脑发育障碍会引起儿童发育迟缓，这是影响运动发育最多的原因。如受孕前后与孕母相关环境，胎儿在母体内发育早期中枢神经系统及其他器官的先天畸形，之后导致早产、围产期缺血缺氧等，这些都是高危儿存活之后发生脑损长的重要原因。脑损伤和脑发育缺陷是脑性瘫痪的主要发病机制。
普通外科,小儿疝气的症状有哪些,孩子的生理管老是疼痛，大小不一样，检查医生说是疝气，小儿疝气的症状有哪些？,腹股沟有突出块状肿物也是疝气的表现，如果肿物不能返纳腹腔，就会出现腹痛加剧，哭闹不止，继而出现呕吐、腹胀、排便不畅等肠梗阻症状，在腹股沟或阴囊内可见椭圆形肿物，质地硬，触痛明显，嵌顿时间久者皮肤可见红肿，若长时间肠管不能回纳则有可能出现肠管缺血坏死等严重并发症。
普通外科,小儿疝气的症状有哪些,孩子的生理管老是疼痛，大小不一样，检查医生说是疝气，小儿疝气的症状有哪些？,腹股沟有突出块状肿物也是疝气的表现，如果肿物不能返纳腹腔，就会出现腹痛加剧，哭闹不止，继而出现呕吐、腹胀、排便不畅等肠梗阻症状，在腹股沟或阴囊内可见椭圆形肿物，质地硬，触痛明显，嵌顿时间久者皮肤可见红肿，若长时间肠管不能回纳则有可能出现肠管缺血坏死等严重并发症。
神经脑外科,宝宝宫内发育迟缓生下来会不会矮,我怀孕7个半月了，最近去做B超检查，医生说宝宝在宫内发育迟缓，请问宝宝宫内发育迟缓生下来会不会矮?,宝宝在宫内发育迟缓，这也是很正常的一种现象，有可能是这段时间，孕妇的营养摄入量少，生病后要非常注意自己的情绪，要试着减轻自己的压力，及时到正规医院检查身体，制定治疗方案，注意保持精神愉悦，放松心情，注意休息，加强营养，多食用蔬菜水果，不熬夜，不抽烟，不喝酒，适当进行运动。
普通外科,什么是小儿疝气呀？,孩子腹沟处有包块，但平躺的时候又没有，这是小儿疝气的症状吗？,小儿疝气是儿科常见的疾病，小儿疝气是指在腹股沟区或脐部出现可复性包块。可复性包块是指患儿在活动、哭吵、用力排便的时候，在体表可以触及一个较软包块，但当患儿休息平卧之后，包块可自行消失，即为通常所说的小儿疝气。部分地区，将小儿疝气称为气鼓卵子，意思是指患儿因为患有疝气，突入阴囊导致阴囊肿大，其实是存在小儿疝气的问题。
普通外科,小儿疝气不治会有什么后果,孩子患有小儿疝气，医生说这么小还不能手术，所以一直没治疗，如果不治疗以后会有什么危害呢？,小儿疝气不刺客疗肿块越来越大会影响生活，而且会使手术难度大大地增加。另外还会发生严重并发症。疝气有发生急性并发症的可能，由于某次咳嗽、屏大便等用力使较多的肠段突出后不能回入腹腔，导致急性肠梗阻，引起剧烈疼痛，如不及时处理最终可引起肠坏死、穿孔乃至腹膜炎死亡等不良后果。
神经脑外科,体检拍CT时候发大脑发育迟缓怎么治疗?,医生我小孩6个月20天，体检拍CT时候发现大脑发育迟缓。后期需要怎样治疗？谢谢！,你好，很高兴为你解答问题：对于根据你所描述的情况，大脑发育迟缓，有多种情况可能导致比如先天性和疾病。建议多注意观察目前的情况，首先注意是否是属于先天性发育异常导致的情况。建议最好就诊国家三甲大型医院，儿科或者神经内科进行检查后再做进一步的判断。
神经脑外科,哪些孩子容易出现语言发育迟缓,我家宝宝最近这一段时间说话出现了迟缓的现象，那哪些孩子容易出现语言上的发育迟缓呢？,孩子语言上的表达有着明显的落后，并且还不能说出来一个很完整的句子，此外，孩子说话的时候经常会表现出一些焦虑或者是退缩的状态，要给孩子多进行这方面的沟通，来刺激孩子语言发育的情况，还可以到医院进行这方面的治疗，看看孩子是不是身体缺少一些什么样的营养，及时进行补充。
普通外科,小儿疝气挂什么科室,我最近几天发现孩子有疝气，在右腹部，睡觉的时候没有，哭闹的时候比较明显，小儿疝气挂什么科室？,孩子得了小儿疝气，通常及时治疗没事儿的，不用担心。腹股沟疝是小儿常见病，发病与小儿腹股沟处存在先天性的发育缺陷有关，表现为腹股沟处可复性包块，站立活动或者哭闹时出现，平卧位包块可以按压还纳入腹，根据这些症状并不难诊断，做腹股沟彩超检查可以确诊。一般来说周岁以内的腹股沟疝不建议治疗，除非是发生了不能复位的嵌顿和绞榨！周岁以后的幼儿已能走动跑动，若疝块经常出来，自愈的可能性不大，建议手术治疗，孩子2岁，患有腹股沟疝，可以挂三甲医院的小儿外科或者二甲县级医院的普外科。
神经脑外科,吃加锌盐能够治疗发育迟缓吗？,我不知道为什么别人家小孩都开始发育了，我家孩子一点动静没有，吃加锌盐能治疗发育迟缓吗？,吃加锌盐能治疗发育迟缓。加锌盐，是指加入微量元素锌的食盐，锌是人体必需的14种微量元素中较重要的一种，使用加锌盐可以预防青少年和儿童缺锌，提高人类健康水平。其中的锌含量是根据中国人的饮食习惯，按照国家营养学会标准添加的，不会出现服用过量的情况。营养品常常在工作繁忙的时候会忘记吃，缺乏坚持，但是以盐为载体的加锌强化营养盐，可以让您在吃饭的同时补充锌元素，做到持续、安全、有效，而且经济实惠，是补锌的上佳选择。
普通外科,小肠疝气的症状表现？,昨天发现孩子的小腹周围有个疙瘩，是不是患上了小肠疝气，小肠疝气的症状表现是什么？,小肠疝气的主要症状就是小腹出现肿块，小肠疝气又叫腹股沟疝气，主要是由于腹壁肌肉薄弱和腹腔压力大引起腹腔脏器，突出体表之外而形成疝气病。主要原因为腹壁强度降低，如：腹膜鞘状突未闭、腹内斜肌下缘高位，手术切口或引流口愈合不良，外伤、炎症、感染等腹内压力增高，慢性咳嗽、慢性便秘、排尿困难、晚期妊娠、腹水、举重、婴儿经常啼哭及腹内肿瘤等。
普通外科,刚做过疝气微创手术半个月了刚做完手术,刚做过疝气微创手术半个月了，刚做完手术有那种坠落感，但是现在一点也没有了，可以适当的运动吗,您好，这位朋友，从资料来看术后时间较短，不建议进行剧烈运动、重体力劳动，可考虑手术在半年后进行适当活动锻炼，平时一定要尽量避免出现能引起腹内压增高的因素，如便秘、慢性咳嗽，要注意饮食清淡规律加强营养，避免辛辣刺激食物，可以考虑适当轻微活动。
普通外科,宝宝疝气要怎么医治？,宝宝一岁三个月，哭的是时候生殖器旁边有一点突出，这也是疝气吗？,根据你所描述的情况，分析是腹股沟斜疝可能性要大一些，这样的孩子尽量不要让他长时间哭泣，因为哭的时候会使腹压增高，容易加重病情，也可以给孩子买个疝气袋，放在容易凸出的地方，随着生长发育肌肉逐渐变得结实，就不需要特殊处理了。建议平时减少孩子哭闹便秘，等引起腹压增高的情况发生，如突出逐渐明显或加重，可以考虑手术治疗。
神经脑外科,男孩子生殖器官发育迟缓怎么办？,我家孩子是男孩子，感觉他的生殖器官有一些发育迟缓，请问这应该怎样治疗？,男孩子阴茎的发育有些迟缓，现在也是一个比较常见的状况，这种情况下应该是带孩子及时的做一个详细的生殖器官检查，如果发育比较迟很严重的话，是应该及时的做一些手术矫正的通常情况下，生殖器官发育迟缓是和体内雄性激素分泌，染色体异常和先天性有一定的关系。
普通外科,宝宝疝气嵌顿怎么办？,最初是六七月，往上托托回去了，现在两岁半了，又下来了，还在阴囊里，是嵌顿吗？应马上治疗吗？,这是疝气，属于斜疝，好发育男性小儿，是腹壁有漏洞，里面的肠子钻出的洞，掉入了阴囊俗话说就是肠子掉到鸡鸡里了。小孩阶段发现这个病可以采用穿特殊的裤子治疗，可以治疗如果拖到孩子长大了就要手术治疗了建议妈妈尽早带宝宝去当地的医院进行相关治疗比较好。
普通外科,孩子疝气是怎么回事？,我最近发现我儿子使劲的时候包子两侧会鼓包，请问这是怎么回事？,这可能与疝气有关。氦气是由诸如腹内压升高等因素引起的，这些因素会导致身体的一部分组织或器官离开原始部分，并通过身体的间隙，缺损或虚弱的部分进入另一部分。有很多类型，可能导致并发症，例如嵌顿，组织缺血和坏死。治疗应根据患者的具体情况而定。目前，手术治疗是治疗疝气的唯一方法。手术方法的选择需要根据疝气的类型来确定。
神经脑外科,12岁孩子胸部发育大小不一怎么办？,十二岁的小孩子去年摔一跤当时胸部就肿了起了、看医生说没事可是现在一只大一只小的很，怎么办？,你好，很高兴为您解答，孩子的胸部一侧比较大，有可能是有外伤后引起的胸部乳房肿大，一般无疼痛或瘙痒，对身体影响不大的，先观察比较合适，不用治疗的。如果是乳房的疼痛，肿胀明显，需去医院就诊，使用抗生素药物和消肿止痛的药物治疗，以后可以恢复正常的，不需要担心的。
普通外科,小孩淋巴结肿大怎么回事？,小孩淋巴结肿大，反复发烧38度到39度之间，挂了俩天瓶还是反复发烧，怎么回事?,"你好，很高兴为您解答，如果出现了急性淋巴结肿大，三天左右，会出现反复发作的情况，可以给孩子配合做一个血常规检查，c反应蛋白检查，让孩子多喝水，配合使用退热贴退热,出现了白细胞总数升高，需要积极配合使用阿奇霉素，消除炎症，配合使用药物辅助退热。"
神经脑外科,脑发育不良应该怎么办？,不走路.不说话.认知还可以.脑室扩大.胼胝体薄.白质显少.脑发育不良怎么办？,宝宝脑发育不好，只要根据宝宝的具体情况来定。一般这种情况，采取2个措施：一个是宝宝年龄偏小，如果胞磷胆碱改善脑功能，脑苷肌肽，鼠神经生长因子促进脑细胞的发育。另外，如果说宝宝后期属于那种脑功能，影响到其他运动、语言，这就需要进行康复训练了。根据宝宝发育不良的部位，影响的运动的情况，对症对因，对于宝宝来采取康复训练，甚至语言的训练，这是最关键的问题。所以说宝宝发育不良，要寻找病因进行对因、对症积极的治疗。
神经脑外科,右髋关节发育不良疼痛应该怎么办？,我是先天性右侧髋关节发育不良.以前走路多了就疼.现在是一走路就疼.该怎么,你好，发育性髋关节发育不良是小儿最常见的四肢畸形之一。它是指发生在出生前及出生后股骨头和髋臼在发育和/或解剖关系中出现异常的一系列髋关节病症。它可以是非常轻微的髋臼发育不良，也可以是严重的髋关节脱位，如不治疗最终都将导致成年后出现致残性的关节功能丧失。就你现在一走路就疼的情况应该及时去医院检查具体原因。
神经脑外科,五个月胎儿左肾发育不良应该怎么办？,你好.小孩五个月大了.但是彩超出来.左肾发育不良.右肾正常.应该怎么办？,你好，胎儿这种情况属于先天畸形，可能和怀孕期间乱用药物接触和某些放射性物质都有关系的。胎儿的肾脏发育问题，一方面有母亲的原因，比如说遗传因素，饮食结构方面的因素，以及平时生活中生病吃药等的因素，另一方面是宝宝自己在宫内感染导致了不能很好的使用肾功能发育，还有胎盘不稳定等因素。目前这种情况是没有办法治疗的，只能等孩子出生以后，做一个肾功能，然后再说如何治疗。
神经脑外科,15胸部一直发育不良怎么办？,现在15了.胸部一直发育不良.做什么运动能让胸部变大？胸部一直发育不良该怎么办？,你好，你现在才15岁，还不能具体确定是不是发育不良，女性的第二性征发育在11到16岁左右，可能由于身体比较瘦弱，低于标准体重，女性乳房的大小与种族，家族，遗传，以及青春期营养状况，地域，个体差异等有关，一般来讲，乳房主要在青春期发育，过了青春期基本不再生长，由于你今年才15岁，正处于青春发育期，乳房较小属于正常，无需治疗，
神经脑外科,宝宝蛋蛋小是不是发育不良？,我家宝宝一岁两个月.蛋蛋特别小.邹巴巴的.手摸着硬硬的.是不是发育不良的原因,您好，根据您提供的这一状况看您最好带孩子到正规医院的小儿外科去就诊。给孩子做相应的B超检查。看孩子是不是有隐睾。先天所谓的性睾丸发育不良，是指在胚胎时期，由于血液供应障碍或在睾丸下降时发生精索扭转，均可引起睾丸发育不全。先天性睾丸发育不良，是由于染色体异常引起的，患者多见青春期发育延迟，男性第二性征不明显，这种病的治疗主要是补充雄激素，使宝宝恢复男性的体态和维持性功能。
神经脑外科,宝宝发育慢应该怎么办？,我的宝宝一岁六个月了。可以自己扶东西站.但就是腿软身高.体重.也比同龄慢请问该怎么办？,您好，宝宝发育慢和宝宝的生长发育问题。宝宝发育慢一直是爸爸妈妈们所揪心的事情。尤其是那些在身高，体重，体能，智力，语言等，行为能力有些欠缺的宝宝来讲，更是让妈妈爸爸们操碎了心像宝宝这种情况的话，一般来说发育各方面都比足月产要相对慢一点。宝宝可能有点缺钙，可以适当的给宝宝补补。
神经脑外科,宝宝一岁六个月发育迟缓应该怎么办？,我的宝宝一岁六个月了，早产会自己扶东西站.但就是腿软请专家看一下麻烦了,你好，根据你描述的情况分析，是需要尽量完善一下颅脑磁共振和脑干诱发电位的，明确一下发病的原因。平时可以做一些康复训练。及时补充一些营养。平时要多注意宝宝的身体状况，注意好保暖，避免着凉，还应该找个儿童康复机构，在康复医生的指导下康复锻炼，配以按摩理疗，手法牵拉等，必须尽早康复，越早越好，宜早发现早诊断早康复的为原则，的时候可以多些进行一些户外运动。
神经脑外科,我15岁男至今没有发育是什么原因？,医生，我今年15岁男，至今没有发育，经常手淫。是不是手淫导致发育不良？,朋友你好，根据你的情况描述来看，长期手淫是会影响身心健康的。及时去正规医院泌尿外科就诊，明确发育情况，必要时给予对症处理。建议尽早戒除手淫，积极参加体育锻炼。建议你需要及时戒掉手淫的不良行为习惯，勤锻炼身体加强营养，多吃鱼肉蛋白质类物质，转移注意力。
神经脑外科,男孩子生殖器官发育迟缓怎么办？,我家孩子是男孩子，感觉他的生殖器官有一些发育迟缓，请问这应该怎样治疗？,男孩子阴茎的发育有些迟缓，现在也是一个比较常见的状况，这种情况下应该是带孩子及时的做一个详细的生殖器官检查，如果发育比较迟很严重的话，是应该及时的做一些手术矫正的通常情况下，生殖器官发育迟缓是和体内雄性激素分泌，染色体异常和先天性有一定的关系。
神经脑外科,八个半月宝宝发育迟缓咋办,八个半月宝宝发育迟缓，两只手经常像跳舞一样舞动，动的幅度很大，请问医生这是怎么回事？,目前你描述的这种情况来看的话应该是微量元素和维生素缺乏的原因，你可以带孩子到正规的医院进行微量元素的检测。建议你及时的补钙，补锌进行治疗。平时的话一定要多带宝宝进行户外活动，多晒太阳，营养方面的话一定要全方面，八个月了目前是可以添加辅食了。可以吃一些水果汁或者蔬菜汁泡米粉。
神经脑外科,八个半月宝宝发育迟缓咋办,八个半月宝宝发育迟缓，两只手经常像跳舞一样舞动，动的幅度很大，请问医生这是怎么回事？,目前你描述的这种情况来看的话应该是微量元素和维生素缺乏的原因，你可以带孩子到正规的医院进行微量元素的检测。建议你及时的补钙，补锌进行治疗。平时的话一定要多带宝宝进行户外活动，多晒太阳，营养方面的话一定要全方面，八个月了目前是可以添加辅食了。可以吃一些水果汁或者蔬菜汁泡米粉。
普通外科,中医治疗疝气有什么好办法？,我女儿有疝气，一直不舒服的，我想知道，中医治疗疝气有什么好办法？,您好。据上所述，临床工作中中医治疗多使用手法复位，在医师指导下，病情复杂严重，建议及时手术处理治疗。避免错过最佳治疗时期。生活中注意休息避免劳累，适当运动锻炼身体，合理规划饮食清淡补充维生素微量元素，明确病因针对性治疗，避免错过最佳治疗时期。
